type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
Condo,Brown Harris Stevens- 3531 Johnson Avenue,1181000,2,2,1541,640 W 237th St Apt 15A,"Bronx, NY 10463","640 W 237th St Apt 15ABronx, NY 10463",40.8879309,-73.9121663,Bronx County
Co-op,Goldstone N Y Realty Llc,219000,1,1,2184,150-25 72nd Rd Unit 1E,"Flushing, NY 11367","150-25 72nd Rd Unit 1EFlushing, NY 11367",40.7288351,-73.8169278,Queens County
House,Doreen Greenwood Inc.,588000,3,1,1080,2956 Gerritsen Ave,"Brooklyn, NY 11229","2956 Gerritsen AveBrooklyn, NY 11229",40.5887247,-73.9208494,Kings County
Multi-family home,Soler Realty,805000,6,2,2042,1893 Harrison Ave,"Bronx, NY 10453","1893 Harrison AveBronx, NY 10453",40.8527111,-73.9116009,Bronx County
House,Weichert Realtors The Franzese Group,929000,3,2,1309,1305 Elm Ave,"Brooklyn, NY 11230","1305 Elm AveBrooklyn, NY 11230",40.6174291,-73.9615134,Kings County
Pending,EXP Realty,670000,1,2,908,112-01 Queens Blvd Unit 21A,"Forest Hills, NY 11375","112-01 Queens Blvd Unit 21AForest Hills, NY 11375",40.718793,-73.8365852,Queens County
House,City House Realty Inc.,649000,3,2,1152,471 Beach Rd,"Staten Island, NY 10312","471 Beach RdStaten Island, NY 10312",40.544553,-74.159323,Richmond County
Co-op,Douglas Elliman - Bayside,439900,2,1,1000,97-37 63rd Rd Unit 4K,"Rego Park, NY 11374","97-37 63rd Rd Unit 4KRego Park, NY 11374",40.7318958,-73.8599645,Queens County
Co-op,Brown Harris Stevens,2850000,3,2,2184,520 Laguardia Pl Apt 7N,"Manhattan, NY 10012","520 Laguardia Pl Apt 7NManhattan, NY 10012",40.7282135,-73.9990284,New York County
Co-op,Queens Quality Management,358000,2,1,2184,15-30 212 St Unit 224,"Bayside, NY 11360","15-30 212 St Unit 224Bayside, NY 11360",40.7856799,-73.7816,Queens County
Co-op,Benjamin Realty Since 1980,299000,1,1,2184,70-31 108th St Unit 5F,"Forest Hills, NY 11375","70-31 108th St Unit 5FForest Hills, NY 11375",40.7220791,-73.8436959,Queens County
House,Wilk Real Estate I Llc,1389000,7,2,2184,1016 Gravesend Neck Rd,"Brooklyn, NY 11223","1016 Gravesend Neck RdBrooklyn, NY 11223",40.5943151,-73.9602134,Kings County
House,RE/MAX CLASSIC REALTY,459999,1,1,640,3308 Lucerne St,"Bronx, NY 10465","3308 Lucerne StBronx, NY 10465",40.8426371,-73.8168754,Bronx County
House,Realty Connect USA LLC,1999000,4,2,2600,45 E Loop Rd,"Staten Island, NY 10304","45 E Loop RdStaten Island, NY 10304",40.5908362,-74.1019957,Richmond County
Townhouse,COMPASS,2395000,5,2,2560,798 Halsey St,"Brooklyn, NY 11233","798 Halsey StBrooklyn, NY 11233",40.6848322,-73.9220551,Kings County
Multi-family home,Chous Realty Group Inc,1180000,6,5,1810,326 126th St,"College Point, NY 11356","326 126th StCollege Point, NY 11356",40.793158,-73.8419309,Queens County
Co-op,Corcoran Brooklyn Heights,650000,2,2,1200,110-20 71st Rd Apt 708,"Queens, NY 11375","110-20 71st Rd Apt 708Queens, NY 11375",40.7216499,-73.84119,Queens County
Co-op,REAL NEW YORK - Lower East Side,589000,2,2,1100,10114 Fourth Ave Unit 22E,"Brooklyn, NY 11209","10114 Fourth Ave Unit 22EBrooklyn, NY 11209",40.6120095,-74.0345805,Kings County
House,REALHome Services & Solutions,515000,3,1,882,120-46 238th St,"Cambria Heights, NY 11411","120-46 238th StCambria Heights, NY 11411",40.6842823,-73.7278575,Queens County
Multi-family home,Momentum Real Estate Llc,750000,2,3,1530,90 Coale Ave,"Staten Island, NY 10314","90 Coale AveStaten Island, NY 10314",40.6132884,-74.128148,Richmond County
Condo,Epic Homes NY,1499999,2,2,901,8 W 65th St Unit 3,"New York, NY 10023","8 W 65th St Unit 3New York, NY 10023",40.7718553,-73.9799842,New York County
House,QWEST PROPERTY GROUP INC,1525000,3,2,2572,710 E 22nd St,"Brooklyn, NY 11210","710 E 22nd StBrooklyn, NY 11210",40.6349015,-73.9563944,Kings County
Condo,ETPG - Eastpointe Properties Group,1395000,1,1,2184,420 W 23rd St Apt 2B,"New York, NY 10011","420 W 23rd St Apt 2BNew York, NY 10011",40.7467155,-74.0024044,New York County
Multi-family home,EXIT REALTY PREMIUM,900000,5,3,2487,1850 Billingsley Ter,"Bronx, NY 10453","1850 Billingsley TerBronx, NY 10453",40.8533225,-73.9171752,Bronx County
Townhouse,Corcoran Williamsburg Bedford,1099999,4,2,1874,2013 Avenue V,"Brooklyn, NY 11229","2013 Avenue VBrooklyn, NY 11229",40.5975478,-73.9504503,Kings County
Pending,Keller Williams Rlty Landmark,498888,1,1,750,12-05 Estates Ln Unit 231-1,"Bayside, NY 11360","12-05 Estates Ln Unit 231-1Bayside, NY 11360",40.788818,-73.7867657,Queens County
Co-op,Coldwell Banker American Homes,199000,1,1,2184,150-14 Village Rd Unit 93GC,"Jamaica, NY 11432","150-14 Village Rd Unit 93GCJamaica, NY 11432",40.7166575,-73.8111887,Queens County
Co-op,Elegran Real Estate And Development,1495000,4,4,2600,315 E 65th St Apt 11C,"New York, NY 10065","315 E 65th St Apt 11CNew York, NY 10065",40.764197,-73.960624,New York County
Townhouse,Brown Harris Stevens - 100 Seventh Avenue,869000,3,2,2184,1341 E 36th St Unit Townhouse,"Brooklyn, NY 11234","1341 E 36th St Unit TownhouseBrooklyn, NY 11234",40.6191897,-73.939392,Kings County
Co-op,RE MAX Elite,239000,3,1,450,9902 3rd Ave Apt 5P,"Brooklyn, NY 11209","9902 3rd Ave Apt 5PBrooklyn, NY 11209",40.6141658,-74.0353827,Kings County
Pending,"BEN BAY REALTY, CO.",1299000,4,2,2080,79 73rd St,"Brooklyn, NY 11209","79 73rd StBrooklyn, NY 11209",40.6347105,-74.0342611,Kings County
Multi-family home,Excellent Realty Llc,2350000,6,4,2700,166-32 16th Rd,"Whitestone, NY 11357","166-32 16th RdWhitestone, NY 11357",40.7832315,-73.7958397,Queens County
House,Century Homes Realty Group LLC,1788000,4,4,2716,39-22 221st St,"Bayside, NY 11361","39-22 221st StBayside, NY 11361",40.7661326,-73.7627478,Queens County
Co-op,Highline Residential - Highline Residential,325000,4,1,2184,229 W 144th St Apt 34,"New York, NY 10030","229 W 144th St Apt 34New York, NY 10030",40.8214364,-73.9403013,New York County
Condo,Re/Max In The City,299900,1,1,525,2600 Henry Hudson Pkwy Apt 1E,"Bronx, NY 10463","2600 Henry Hudson Pkwy Apt 1EBronx, NY 10463",40.8808246,-73.9173093,Bronx County
Co-op,Douglas Elliman - Roslyn,439999,1,2,1215,271-10 Grand Central Pkwy Unit 8O,"Floral Park, NY 11005","271-10 Grand Central Pkwy Unit 8OFloral Park, NY 11005",40.7564761,-73.7212008,Queens County
House,"Hall Homes Realty, Inc.",899000,4,2,1224,279 Suffolk Ave,"Staten Island, NY 10314","279 Suffolk AveStaten Island, NY 10314",40.5985336,-74.127001,Richmond County
Townhouse,COMPASS,1895000,5,4,2400,303 Van Brunt St Apt 1,"Brooklyn, NY 11231","303 Van Brunt St Apt 1Brooklyn, NY 11231",40.6785459,-74.0112783,Kings County
Condo,Five Towns Miller Realty Inc,759000,3,2,2184,156 Beach 9th St Apt 5A,"Far Rockaway, NY 11691","156 Beach 9th St Apt 5AFar Rockaway, NY 11691",40.5958861,-73.7436025,Queens County
Pending,Corcoran Park Slope,699000,3,2,1250,280 Clinton B Fiske Ave,"Staten Island, NY 10314","280 Clinton B Fiske AveStaten Island, NY 10314",40.6165969,-74.1340662,Richmond County
Multi-family home,Apple Realty Group Corp,1590000,5,4,2880,33-37 71st St,"Jackson Heights, NY 11372","33-37 71st StJackson Heights, NY 11372",40.7533323,-73.8951855,Queens County
Co-op,Charles H. Greenthal Property,234900,1,1,753,26910 Grand Central Pkwy Apt 6M,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 6MFloral Park, NY 11005",40.7577991,-73.7159564,Queens County
Co-op,Douglas Elliman - 1995 Broadway,675000,2,1,2184,35-15 78th St Unit 21,"Queens, NY 11372","35-15 78th St Unit 21Queens, NY 11372",40.7513999,-73.88839,Queens County
Multi-family home,Bedford Brownstone Realty LLC,1500000,3,2,2000,137 Beadel St,"Brooklyn, NY 11222","137 Beadel StBrooklyn, NY 11222",40.7223911,-73.9355458,Kings County
Multi-family home,ROCKAWAY PROPERTIES,1075000,5,4,2905,205 Aquatic Pl,"Arverne, NY 11692","205 Aquatic PlArverne, NY 11692",40.5890901,-73.8022167,Queens County
Multi-family home,"Pamela Lee, Realtor",1325000,5,2,2208,1260 Lincoln Pl,"Crown Heights, NY 11213","1260 Lincoln PlCrown Heights, NY 11213",40.6697911,-73.9348558,Kings County
Co-op,RE MAX Edge,525000,2,1,1000,6801 Shore Rd Apt 4J,"Brooklyn, NY 11220","6801 Shore Rd Apt 4JBrooklyn, NY 11220",40.6393755,-74.0352909,Kings County
Co-op,Keller Williams Rlty Landmark,385000,2,2,2184,18-15 215th St Unit 3H,"Bayside, NY 11360","18-15 215th St Unit 3HBayside, NY 11360",40.7839472,-73.774951,Queens County
Co-op,Coldwell Banker Reliable Real Estate,199000,1,1,2184,21-47 33rd St Unit 1G,"Astoria, NY 11105","21-47 33rd St Unit 1GAstoria, NY 11105",40.7771999,-73.9073699,Queens County
Co-op,Keller Williams Rlty Landmark,670000,2,2,2184,17-85 215th St Unit 15N,"Bayside, NY 11360","17-85 215th St Unit 15NBayside, NY 11360",40.7843012,-73.7761962,Queens County
House,BERKSHIRE HATHAWAY,975000,3,2,2184,88-44 202nd St,"Hollis, NY 11423","88-44 202nd StHollis, NY 11423",40.7187283,-73.7613065,Queens County
House,"Nest Seekers International, Westside",799000,3,2,2184,3737 Amboy Rd,"Staten Island, NY 10308","3737 Amboy RdStaten Island, NY 10308",40.552406,-74.1441129,Richmond County
Co-op,Horowitz Real Estate,305000,2,1,600,21-15 33rd St Unit 5H,"Astoria, NY 11105","21-15 33rd St Unit 5HAstoria, NY 11105",40.7767119,-73.9077637,Queens County
House,Concrete Jungle NYC Realty,299999,3,1,2184,46 Seafoam St,"Staten Island, NY 10306","46 Seafoam StStaten Island, NY 10306",40.5637297,-74.0993229,Richmond County
House,"Compass Greater New York, LLC",1980000,5,2,2652,8506 Colonial Rd,"Brooklyn, NY 11209","8506 Colonial RdBrooklyn, NY 11209",40.6253464,-74.036404,Kings County
Multi-family home,Douglas Elliman - Roslyn,1299000,5,2,2184,232 27th St,"Brooklyn, NY 11232","232 27th StBrooklyn, NY 11232",40.658549,-73.9981704,Kings County
Co-op,Brown Harris Stevens,140000,1,1,2184,828 Gerard Ave Apt 4G,"Bronx, NY 10451","828 Gerard Ave Apt 4GBronx, NY 10451",40.8260352,-73.9256625,Bronx County
Co-op,EXP Realty,279000,1,1,2184,67-38 108th St Unit B22,"Forest Hills, NY 11375","67-38 108th St Unit B22Forest Hills, NY 11375",40.7282899,-73.8472,Queens County
Condo,COMPASS,1995000,2,2,1562,223 W 80th St Apt 6,"Manhattan, NY 10024","223 W 80th St Apt 6Manhattan, NY 10024",40.7845327,-73.9789122,New York County
Co-op,Winzone Realty Inc,329000,2,1,2184,196-58 67 Ave Unit 2,"Fresh Meadows, NY 11365","196-58 67 Ave Unit 2Fresh Meadows, NY 11365",40.7389649,-73.7774313,Queens County
Condo,Corcoran Brooklyn Heights,750000,1,1,943,1 Tiffany Pl Apt 3N,"Brooklyn, NY 11231","1 Tiffany Pl Apt 3NBrooklyn, NY 11231",40.6870254,-74.0004951,Kings County
Multi-family home,Cypress Estates Realty LLC,999990,6,4,2184,215-20 104th Ave,"Queens Village, NY 11429","215-20 104th AveQueens Village, NY 11429",40.7118837,-73.742941,Queens County
Co-op,NoBroker,430000,3,1,2184,2 Tudor City Pl Apt 4OS,"New York, NY 10017","2 Tudor City Pl Apt 4OSNew York, NY 10017",40.7482797,-73.9715473,New York County
Contingent,Better Homes and Gardens Real Estate Safari Realty,349000,3,2,1180,8 Ada Dr Unit 47,"Staten Island, NY 10314","8 Ada Dr Unit 47Staten Island, NY 10314",40.6195692,-74.1550985,Richmond County
House,RE MAX Voyage,599000,3,2,1052,3540 Laconia Ave,"Bronx, NY 10469","3540 Laconia AveBronx, NY 10469",40.8750212,-73.8547365,Bronx County
Co-op,Brp Associates Inc,175000,1,1,800,2232 Brigham St Apt 1J,"Brooklyn, NY 11229","2232 Brigham St Apt 1JBrooklyn, NY 11229",40.5980473,-73.9354323,Kings County
House,Momentum Real Estate Llc,999000,4,4,3570,18 Kelly Blvd,"Staten Island, NY 10314","18 Kelly BlvdStaten Island, NY 10314",40.5898663,-74.1515902,Richmond County
Townhouse,Sotheby's International Realty - East Side Manhattan Brokerage,1335000,3,2,2184,551 Lexington Ave,"Brooklyn, NY 11221","551 Lexington AveBrooklyn, NY 11221",40.689193,-73.9397249,Kings County
House,RE MAX Elite,849999,2,2,1365,155 Ebbitts St,"Staten Island, NY 10306","155 Ebbitts StStaten Island, NY 10306",40.562056,-74.1052535,Richmond County
Co-op,William Raveis Real Estate - Rye,136999,1,1,750,2105 Wallace Ave Apt 2F,"Bronx, NY 10462","2105 Wallace Ave Apt 2FBronx, NY 10462",40.8533818,-73.8651554,Bronx County
Condo,Neponsit Realty Inc,699000,2,2,1320,136 Beach 117 St Unit 5J,"Rockaway Park, NY 11694","136 Beach 117 St Unit 5JRockaway Park, NY 11694",40.5780382,-73.8366684,Queens County
Co-op,Brown Harris Stevens,329000,1,1,2184,187 Pinehurst Ave Apt 4I,"Manhattan, NY 10033","187 Pinehurst Ave Apt 4IManhattan, NY 10033",40.8544444,-73.9377977,New York County
Co-op,Douglas Elliman - 575 Madison Ave,825000,1,1,750,132 E 35th St Unit 10L,"New York, NY 10016","132 E 35th St Unit 10LNew York, NY 10016",40.7468058,-73.9797483,New York County
Co-op,The Agency,685000,1,1,2184,225 Lincoln Pl Apt 3G,"Brooklyn, NY 11217","225 Lincoln Pl Apt 3GBrooklyn, NY 11217",40.6752414,-73.9729777,Kings County
Co-op,Affordable Realty Corp,189000,1,1,2184,87-05 166th St Unit 4H,"Jamaica, NY 11432","87-05 166th St Unit 4HJamaica, NY 11432",40.7109831,-73.7970163,Queens County
Condo,"Fillmore Real Estate Fusion Team, INC.",408000,1,1,787,2121 Shore Pkwy Apt 7F,"Brooklyn, NY 11214","2121 Shore Pkwy Apt 7FBrooklyn, NY 11214",40.5856282,-73.9879851,Kings County
Condo,HIGH CLASS REALTY SB LLC.,559000,1,1,830,63 Brighton 2nd Pl Apt 4A,"Brooklyn, NY 11235","63 Brighton 2nd Pl Apt 4ABrooklyn, NY 11235",40.5795498,-73.9658695,Kings County
Pending,Momentum Real Estate Llc,949000,4,4,2920,6 Mann Ave,"Staten Island, NY 10314","6 Mann AveStaten Island, NY 10314",40.6134167,-74.1334698,Richmond County
Co-op,RE MAX Edge,379000,2,1,1000,1680 Ocean Ave Apt 5L,"Brooklyn, NY 11230","1680 Ocean Ave Apt 5LBrooklyn, NY 11230",40.6211681,-73.9559582,Kings County
Co-op,Corcoran Park Avenue South,815000,1,1,630,33 E 22nd St Apt 4F,"New York, NY 10010","33 E 22nd St Apt 4FNew York, NY 10010",40.7400376,-73.9876681,New York County
Co-op,Remax Edge - RE/MAX EDGE,599000,2,2,1200,321 93rd St Apt 2,"Brooklyn, NY 11209","321 93rd St Apt 2Brooklyn, NY 11209",40.6186895,-74.032363,Kings County
Co-op,"Charles Rutenberg Realty, Inc.",280000,2,2,975,6 Fordham Hill Oval Apt 12G,"Bronx, NY 10468","6 Fordham Hill Oval Apt 12GBronx, NY 10468",40.8651305,-73.9068012,Bronx County
House,COMPASS,3999500,3,2,2184,1800 Grand Concourse,"Bronx, NY 10457","1800 Grand ConcourseBronx, NY 10457",40.847049,-73.9080117,Bronx County
Co-op,qvtopservice,310000,2,1,2184,68-02 140th St Unit A,"Kew Gardens Hills, NY 11367","68-02 140th St Unit AKew Gardens Hills, NY 11367",40.7318363,-73.8270224,Queens County
Townhouse,ISLA - Island Advantage Realty LLC,1299900,6,4,2504,13 Lake Ave,"Staten Island, NY 10303","13 Lake AveStaten Island, NY 10303",40.636611,-74.150256,Richmond County
Condo,Douglas Elliman - 575 Madison Ave,2225000,2,2,1420,303 E 33rd St Apt 10E,"New York, NY 10016","303 E 33rd St Apt 10ENew York, NY 10016",40.744042,-73.9755798,New York County
Condo,"Nest Seekers International, Long Island",1530000,2,2,1229,26 Broadway Apt 402,"Brooklyn, NY 11249","26 Broadway Apt 402Brooklyn, NY 11249",40.7102454,-73.9682413,Kings County
House,Top Nest Inc,594900,3,2,1224,939 E 87th St,"Brooklyn, NY 11236","939 E 87th StBrooklyn, NY 11236",40.63818,-73.9071525,Kings County
Pending,Maureen Folan R E Group Llc,1425000,4,3,2184,159-18 28 Ave,"Flushing, NY 11358","159-18 28 AveFlushing, NY 11358",40.7719037,-73.8044794,Queens County
Multi-family home,BERGEN BASIN REALTY,1399888,7,4,3682,2083 Pearson St,"Brooklyn, NY 11234","2083 Pearson StBrooklyn, NY 11234",40.612845,-73.9182251,Kings County
Co-op,Daniel Gale Sotheby's International Realty,575000,2,2,2184,99-15 66th Ave Unit 5H,"Rego Park, NY 11374","99-15 66th Ave Unit 5HRego Park, NY 11374",40.7287304,-73.8540818,Queens County
Co-op,COMPASS,850000,1,1,2184,720 Greenwich St Apt 7K,"Manhattan, NY 10014","720 Greenwich St Apt 7KManhattan, NY 10014",40.7343573,-74.0073312,New York County
Townhouse,Corcoran Park Slope,1288000,3,2,2184,1114 78th St,"Brooklyn, NY 11228","1114 78th StBrooklyn, NY 11228",40.6208518,-74.0133836,Kings County
Co-op,Charles H. Greenthal Property,309000,1,2,1074,269-10 Grand Central Pkwy Unit 1A,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 1AFloral Park, NY 11005",40.7577974,-73.7159601,Queens County
Co-op,Douglas Elliman  -111 Fifth Ave,999000,3,1,2184,839 W End Ave Apt 2A,"New York, NY 10025","839 W End Ave Apt 2ANew York, NY 10025",40.7983784,-73.9712947,New York County
House,HIGH CLASS REALTY SB LLC.,2700000,5,2,2690,79 Dover St,"Brooklyn, NY 11235","79 Dover StBrooklyn, NY 11235",40.5801404,-73.9494604,Kings County
Co-op,Brown Harris Stevens,399000,3,2,2184,12 E 132nd St Apt 2A,"Manhattan, NY 10037","12 E 132nd St Apt 2AManhattan, NY 10037",40.8102659,-73.9382868,New York County
House,Keller Williams Realty NYC Grp,554900,3,2,1890,717 E 221st St,"Bronx, NY 10467","717 E 221st StBronx, NY 10467",40.8849291,-73.8613097,Bronx County
Condo,Fillmore Real Estate,399000,1,1,561,2613 Emmons Ave Unit 326,"Brooklyn, NY 11235","2613 Emmons Ave Unit 326Brooklyn, NY 11235",40.5839568,-73.9420847,Kings County
Condo,EXP Realty,675000,2,2,904,92-29 Queens Blvd Unit 7H116,"Rego Park, NY 11374","92-29 Queens Blvd Unit 7H116Rego Park, NY 11374",40.7324713,-73.8670804,Queens County
Co-op,Coldwell Banker American Homes,225000,1,1,2184,160-30 Cross Island Pkwy Unit 619,"Whitestone, NY 11357","160-30 Cross Island Pkwy Unit 619Whitestone, NY 11357",40.7864852,-73.8017612,Queens County
Multi-family home,Realty Connect USA LLC,999999,3,2,2184,94-24 53rd Ave,"Elmhurst, NY 11373","94-24 53rd AveElmhurst, NY 11373",40.7392278,-73.8677036,Queens County
Condo,Your Home Sold Guaranteed Realty Advisor LLC,164999,3,1,400,36 Hamilton Ave Apt 5B,"Staten Island, NY 10301","36 Hamilton Ave Apt 5BStaten Island, NY 10301",40.6449121,-74.0787385,Richmond County
Co-op,Corcoran Bedford Stuyvesant,235000,1,1,2184,118-18 Union Tpke Apt 15E,"Queens, NY 11415","118-18 Union Tpke Apt 15EQueens, NY 11415",40.7123992,-73.8339305,Queens County
Co-op,Corcoran Park Avenue South,715000,3,1,983,229 E 14th St Apt 3E,"New York, NY 10003","229 E 14th St Apt 3ENew York, NY 10003",40.7329326,-73.9858654,New York County
Co-op,LoHo Realty Inc,565000,2,1,2184,550 Grand St Apt H11E,"New York City, NY 10002","550 Grand St Apt H11ENew York City, NY 10002",40.7108846,-73.9496434,Kings County
Townhouse,COMPASS,1650000,7,6,2184,525 W 150th St,"Manhattan, NY 10031","525 W 150th StManhattan, NY 10031",40.8290653,-73.9463359,New York County
Co-op,Brown Harris Stevens,1200000,2,2,1100,185 Prospect Park SW Apt 304,"Brooklyn, NY 11218","185 Prospect Park SW Apt 304Brooklyn, NY 11218",40.6533033,-73.9730719,Kings County
Multi-family home,Douglas Elliman - 575 Madison Ave,3975000,4,4,3181,146 Newel St,"Brooklyn, NY 11222","146 Newel StBrooklyn, NY 11222",40.7273631,-73.948662,Kings County
Co-op,Mirador Real Estate LLC,1049000,2,1,2184,376 West St Apt 2B,"New York, NY 10014","376 West St Apt 2BNew York, NY 10014",40.7316025,-74.0100989,New York County
House,"Homes R Us Realty of NY, Inc.",949900,4,2,1680,489 Maine Ave,"Staten Island, NY 10314","489 Maine AveStaten Island, NY 10314",40.6217558,-74.1413145,Richmond County
Multi-family home,Prime Realty,1199000,6,3,2184,79-28 68th Ave,"Middle Village, NY 11379","79-28 68th AveMiddle Village, NY 11379",40.711017,-73.8723608,Queens County
Pending,Exit Realty Prime,765000,4,2,2184,46-10 Glenwood St,"Little Neck, NY 11362","46-10 Glenwood StLittle Neck, NY 11362",40.7714061,-73.732929,Queens County
Townhouse,Macaluso Realty,849000,3,2,1296,66-27 Gray St,"Middle Village, NY 11379","66-27 Gray StMiddle Village, NY 11379",40.7149915,-73.8775275,Queens County
Multi-family home,Douglas Elliman - Bayside,999000,4,3,2184,60-65 55th St,"Maspeth, NY 11378","60-65 55th StMaspeth, NY 11378",40.7148444,-73.9102315,Queens County
Pending,Douglas Elliman - 575 Madison Ave,1999000,3,4,2840,158 Jaffrey St,"Brooklyn, NY 11235","158 Jaffrey StBrooklyn, NY 11235",40.5789619,-73.9430773,Kings County
Co-op,Keller Williams NYC - New York Living Solutions,560000,1,1,700,200 E 36th St Apt 17G,"New York, NY 10016","200 E 36th St Apt 17GNew York, NY 10016",40.7467649,-73.976998,New York County
Multi-family home,DiTommaso Real Estate,1450000,5,4,3252,169 Crown Ave,"Staten Island, NY 10312","169 Crown AveStaten Island, NY 10312",40.5504262,-74.186404,Richmond County
Multi-family home,BROOKLYN`S 4 U REALTY,1599000,5,3,2424,2230 National Dr,"Brooklyn, NY 11234","2230 National DrBrooklyn, NY 11234",40.6062747,-73.9157858,Kings County
Co-op,Realty Executives Metro Garden,255000,1,1,650,66-36 Yellowstone Blvd Unit 26C,"Forest Hills, NY 11375","66-36 Yellowstone Blvd Unit 26CForest Hills, NY 11375",40.7291499,-73.84944,Queens County
